Tmax	Tmin	Tav	VPD	Rain	Solar rad	Rain Days	Frost Days	Ca	D13Catm
13.32	-2.22	6.33	10.65	0	8.12	13	15.1	349.71	-7.64 
2.77	-1.55	0.32	1.16	43.3	1.03	15	14.1	349.92	-7.78 
-3.08	-6.82	-5.27	0.22	151.9	0.03	16	22.3	349.92	-7.87 
-3.21	-8.57	-6.23	0.72	106.1	0.65	26	25.1	350.15	-7.92 
2.47	-4.59	-1.06	2.27	49.3	3.23	11	18.8	350.89	-7.97 
4.44	-1.84	0.95	2.39	86.2	5.11	15	14.5	350.69	-8.01 
10.02	1.95	6.13	4.98	92.1	11.98	12	8.6	350.87	-8.06 
12.81	4.88	8.9	6.01	96.2	16.78	6	4	350.96	-8.08 
16.52	9.2	12.73	7.2	73.1	19.98	6	0	351.26	-7.96 
20.65	9.36	14.91	13.56	54	24.35	1	0	351.89	-7.71 
22.08	8.3	15.63	17.13	0.6	22.67	5	0	351.99	-7.53 
17.13	5.42	11.65	11.19	52.5	13.15	6	3.1	352.02	-7.59 
14.13	3.5	9.35	8.51	30.3	6.37	5	6.1	352.24	-7.76 
1.69	-0.68	-0.17	0.09	243.1	0.46	23	12.7	352.12	-7.89 
-2.57	-6.34	-4.84	0.28	90.5	0.06	17	21.6	352.24	-7.97 
-2.25	-6.1	-4.33	0.34	228.2	0.61	19.1	21.2	352.61	-8.02 
-4.41	-13.2	-8.76	1.39	81.4	3.02	14	32.3	352.38	-8.04 
2.98	-3.07	-0.43	1.97	228	4.62	16.2	16.4	352.18	-8.07 
10.33	1.32	6.07	5.65	87.5	14.52	14.9	9.6	352.74	-8.10 
12.42	4.22	8.41	6.02	149.1	18.64	13.3	5	352.5	-8.11 
17.57	9.07	13.28	8.84	60.2	23.43	11.4	0	352.66	-7.98 
21.73	10.53	16.31	14.39	20.1	26.22	5.9	0	353.18	-7.71 
18.92	10.39	14.36	9.66	189	18.55	4.1	0	353.03	-7.51 
17.87	5.71	11.71	12.06	75.4	14.07	7.3	2.7	353.07	-7.57 
9.4	1.71	5.38	4.53	111.2	5.73	9.8	8.9	353.37	-7.73 
2.73	-0.26	0.55	0.5	245	0.6	17.4	12	353.4	-7.86 
-1.19	-4.34	-3.59	0.19	128.3	0.06	17.9	18.4	353.63	-7.95 
-0.55	-2.95	-2.42	0	299.7	0.2	19.1	16.2	353.55	-8.00 
0.06	-6.74	-3.58	1.68	147	3.43	14	22.2	354.02	-8.03 
5.94	-2.61	1.97	3.81	55.1	8.69	16.2	15.7	354.01	-8.06 
11.01	2.12	6.43	5.86	112.1	13.54	14.9	8.3	353.49	-8.10 
11.62	4.55	8	4.93	207.4	16.24	13.3	4.5	353.91	-8.11 
15.74	8.76	11.89	6.53	101.3	19.84	11.4	0	353.68	-7.98 
22.24	12.15	16.79	13.67	44	25.01	5.9	0	354.08	-7.71 
21.49	12.34	16.6	12.03	96.6	18.15	4.1	0	354.3	-7.52 
21.48	7.1	14.68	17.01	0	15.44	7.3	0.5	354.34	-7.57 
6.57	0.52	3.39	2.77	243.84	4.65	9.8	1.3	354.57	-7.74 
1.09	-2.17	-0.34	0.46	325.12	0.74	17.4	9.9	354.89	-7.87 
-6.56	-13.09	-10.14	0.59	195.58	0.04	17.9	21.9	355.06	-7.95 
-3.03	-8.41	-5.69	0.75	175.26	0.86	17	16.4	354.84	-8.01 
4.82	-1.09	1.24	2.3	111.76	3.14	15	4	354.95	-8.04 
2.96	-5.88	-2.04	3.05	149.86	6.09	16	7	355.5	-8.07 
7.54	-1.41	2.56	4.54	124.46	13.18	12	0	355.76	-8.12 
10.09	1.63	5.23	5.23	129.54	14.39	15	0	355.84	-8.14 
13.31	5.16	9.42	6.39	96.52	16.2	11	0	355.63	-8.01 
20.62	11.06	16.39	11.85	27.94	25.2	3	0	355.39	-7.75 
22.21	12.08	17.17	13.67	10.16	21.38	3	0	355.39	-7.56 
18.05	7.55	12.4	10.9	5.08	15.22	1	0	355.54	-7.62 
10.05	1.25	5.32	5.42	58.42	7.05	7	0	355.42	-7.78 
0.2	-3.73	-1.49	0.65	261.62	0.52	21	11.3	355.73	-7.92 
-0.8	-4.33	-2.66	0.38	210.82	0.03	22	12.9	355.76	-8.00 
-0.49	-5.07	-2.52	0.82	187.96	0.33	20	12.4	355.99	-8.04 
4.66	-1.26	0.93	2.27	127	2.09	13	4.3	356.12	-8.07 
9.48	-0.55	3.09	5.83	30.48	9.7	4	0	356.18	-8.09 
9.97	0.66	4.5	5.67	109.22	11.79	10	0	356.21	-8.13 
15.34	4.64	10.62	9.27	30.48	22.74	4	0	356.25	-8.13 
19.2	10.11	15.41	10.39	86.36	23.28	6	0	356.79	-8.00 
18.62	10.12	14.35	9.45	78.74	19.35	11	0	356.16	-7.73 
20.96	10.85	15.84	12.66	86.36	21.36	8	0	356.47	-7.54 
13.41	5.08	9.09	6.56	101.6	12.48	15	0	356.16	-7.60 
10.99	3.52	6.62	4.97	60.96	6.06	7	0	356.47	-7.76 
-0.55	-3.86	-2.3	0.31	213.36	0.39	19	12.5	356.2	-7.89 
-3.61	-8.53	-5.88	0.54	205.74	0.15	18	17.3	356.22	-7.97 
-3.51	-9.57	-6.84	0.88	124.46	0.73	16	17.1	356.67	-8.02 
-0.6	-9.04	-5.45	2.05	48.26	4.21	8	12.6	356.35	-8.04 
5.23	-2.92	0.52	3.42	154.94	5.83	15	3.4	356.56	-8.07 
7.15	-0.55	2.26	3.8	162.56	8.42	24	0.4	356.52	-8.10 
14.08	4.46	8.99	7.8	99.06	17.38	18	0	356.88	-8.10 
13.68	6.23	10.3	6.03	78.74	18.12	18	0	356.98	-7.97 
13.99	7.08	10.44	5.72	139.7	14.73	20	0	356.8	-7.70 
18.18	9.03	13.84	9.79	35.56	18.11	6	0	356.98	-7.51 
16.13	6.16	10.46	9.22	17.78	14.26	6	0	357.34	-7.56 
10.55	3.5	6.52	4.54	25.4	5.33	6	0	357.37	-7.73 
-0.59	-6.56	-3.8	1.29	96.52	1.57	9	12.5	357.39	-7.87 
-1.84	-5.23	-3.6	0.22	152.4	0.04	14	14.5	357.62	-7.96 
0.77	-2.25	-0.98	0.32	147.32	0.49	14	10.4	357.93	-8.02 
-0.91	-8.53	-4.96	1.75	147.32	2.15	16	13.1	357.98	-8.06 
6.23	-3.5	0.51	4.41	86.36	9.55	15	1.8	358.03	-8.10 
8.58	0.32	3.74	4.56	55.88	12.52	12	0	358.38	-8.15 
13.99	4.68	9.32	7.54	63.5	16.7	10	0	358.26	-8.17 
16.25	6.17	11.65	9.37	96.52	23.43	21	0	358.18	-8.04 
23.03	12.55	18.3	14.75	12.7	26.46	4	0	358.62	-7.78 
23.41	11.72	17.83	16.44	0	21.66	1	0	358.93	-7.60 
18.7	8.9	13.16	10.72	43.18	13.5	9	0	358.86	-7.66 
8.48	1.24	4.38	3.97	185.42	5.64	11	0	359.28	-7.83 
-1.97	-6.21	-3.98	0.51	236.22	0.44	21	14.7	359.55	-7.97 
-1.59	-5.96	-3.72	0.6	185.42	0.08	19	14.1	359.62	-8.06 
-1.2	-5.48	-3.64	0.61	160.02	0.36	15	13.5	359.62	-8.12 
2.52	-3.68	-1.14	1.94	147.32	3.12	9	7.7	359.8	-8.15 
4.29	-4.08	-0.66	3.25	180.34	6.4	21	4.9	360.02	-8.18 
7.33	-1.41	2.26	4.36	83.82	12.19	15	0.1	360.38	-8.22 
13.02	3.47	8.44	7.21	66.04	19.42	12	0	360.46	-8.24 
14.46	7.04	11.24	6.34	139.7	16.14	14	0	360.63	-8.11 
19.97	10.95	15.88	10.83	48.26	21.41	10	0	360.9	-7.84 
18.39	8.81	13.59	10.31	55.88	18.18	7	0	360.53	-7.65 
17.53	8.46	12.41	9.33	76.2	12.58	8	0	361.34	-7.70 
5.35	0.4	2.87	1.92	149.86	3.92	11	3.2	361.13	-7.86 
2.76	-1.16	0.93	0.96	294.64	0.81	19	7.3	361.37	-8.00 
-1.63	-6.23	-3.94	0.67	180.34	0.08	22	14.2	361.3	-8.08 
-2.68	-6.63	-4.65	0.33	256.54	0.52	23	15.8	361.63	-8.13 
0.09	-8.16	-4.57	2.15	292.1	3.36	16	11.5	362.05	-8.16 
4.35	-5.09	-1.09	3.67	104.14	6.99	15	4.8	362.31	-8.20 
7.94	-0.2	2.78	4.28	233.68	10.22	22	0	361.58	-8.24 
9.13	1.38	4.94	4.48	172.72	13.33	18	0	361.86	-8.25 
16.67	6.66	12.21	9.58	7.62	21.61	2	0	362.43	-8.12 
22.68	11.68	17.81	15.01	5.08	26.72	1	0	362.59	-7.86 
21.4	11.18	16.38	13.11	17.78	19.85	4	0	362.76	-7.68 
13.53	5.62	9.25	6.31	48.26	11.01	9	0	362.86	-7.74 
7.97	1.58	4.37	3.33	152.4	5.17	12	0	362.71	-7.90 
0.58	-3.03	-1.29	0.56	271.78	0.92	19	10.7	362.76	-8.03 
-2.77	-6.77	-4.71	0.34	525.78	0.02	26	16	362.82	-8.11 
-2.57	-6.59	-4.52	0.37	193.04	0.53	20	15.7	362.64	-8.16 
0.18	-5.01	-2.86	1.13	182.88	1.71	15	11.3	363.03	-8.18 
5.26	-2.6	1.27	3.31	213.36	5.72	21	3.4	362.7	-8.20 
4.85	-2.46	0.63	2.95	170.18	10.93	15	4	363.32	-8.23 
12.75	4.72	8.22	6.05	104.14	16.74	12	0	363.57	-8.24 
15.49	6.66	10.65	7.97	68.58	13.98	15	0	363.15	-8.10 
20.67	9.78	14.38	13.19	96.52	18.56	13	0	363.4	-7.83 
22.82	11.43	16.53	15.56	22.86	19.88	4	0	363.44	-7.64 
17.15	8.22	11.81	8.98	93.98	10.6	13	0	363.43	-7.70 
6.62	1.35	3.78	2.36	149.86	4.21	13	1.2	363.78	-7.87 
2.59	-1.21	0.71	0.89	116.84	1.16	12	7.6	364.26	-8.01 
-1.36	-4.81	-3.07	0.29	91.44	0.12	15	13.8	364.89	-8.10 
-1.4	-5.59	-3.38	0.56	226.06	0.57	22	13.8	364.85	-8.15 
1.41	-3.23	-1.02	1.1	96.52	2.88	15	9.4	364.97	-8.19 
2.99	-2.76	-0.13	1.85	132.08	6.87	17	6.9	365.38	-8.23 
7.91	0.87	4.04	3.68	73.66	13.08	15	0	365.78	-8.28 
12.59	4.43	8.11	6.08	198.12	15.7	18	0	366.46	-8.30 
15.52	7.09	10.93	7.66	58.42	19.43	13	0	366.55	-8.19 
24.16	14.54	19.05	14.73	40.64	23.55	8	0	366.92	-7.94 
23.45	14.08	18.3	13.82	0	20.23	0	0	367.37	-7.76 
19.58	11.53	15.02	9.58	73.66	12.4	7	0	367.17	-7.83 
8.07	2.43	5.01	2.92	43.18	4.75	9	0	367.46	-8.00 
1.1	-1.84	-0.44	0.31	236.22	0.62	21	9.9	367.42	-8.14 
-3.87	-7.94	-5.85	0.25	309.88	0.08	17	17.7	367.64	-8.23 
-1.48	-4.84	-3.17	0.24	254	0.58	25	13.9	367.8	-8.28 
-1.53	-5.23	-3.29	0.36	256.54	2.03	20	14	367.98	-8.31 
3.11	-3.47	-0.54	2.22	160.02	6.83	21	6.7	367.92	-8.34 
6.09	-1.66	1.96	3.5	60.96	13.31	14	2.1	368.21	-8.37 
9.08	1.69	5.26	4.25	86.36	18.66	15	0	367.87	-8.37 
14.07	6.04	9.79	6.64	88.9	18.27	14	0	367.9	-8.23 
20.37	9.82	14.81	12.63	22.86	24.03	5	0	368.45	-7.96 
21.88	12.64	16.82	12.43	33.02	17.52	6	0	368.21	-7.76 
15.94	7.38	11.25	7.99	5.08	12.95	3	0	367.92	-7.81 
9.13	2.86	5.78	3.59	88.9	5.54	8	0	368.43	-7.96 
5.9	0.9	3	2.06	190.5	1.18	16	2.4	368.52	-8.09 
-1.36	-4.32	-2.77	0.1	320.04	0.06	17	13.8	368.52	-8.17 
-2.06	-5.73	-4.01	0.3	215.9	0.42	21	14.9	368.9	-8.22 
0.22	-3.59	-1.8	0.6	175.26	1.51	16	11.3	368.54	-8.25 
2.38	-3.11	-0.63	1.62	127	5.67	18	7.9	368.93	-8.28 
8.91	0.9	4.73	4.54	127	13.94	15	0	369.05	-8.32 
10.73	3.04	6.53	5.02	129.54	17.61	14	0	368.49	-8.33 
16.59	7.41	11.95	8.86	71.12	21.29	11	0	369.29	-8.19 
21.36	12.04	16.44	12.13	5.08	25.33	2	0	369.05	-7.92 
21.8	12.12	16.5	12.86	0	21.05	0	0	369.75	-7.73 
13.43	6.31	9.54	5.67	88.9	9.77	9	0	370.15	-7.79 
8.48	2.69	5.42	3.11	50.8	5.09	8	0	370.18	-7.95 
-1.95	-5.51	-3.75	0.27	91.44	1.31	12	14.7	370.23	-8.09 
-2.18	-6.75	-4.46	0.6	121.92	0.11	14	15	370.25	-8.17 
-0.73	-4.54	-2.63	0.49	127	0.72	15	12.8	370.31	-8.23 
-1.45	-6.26	-3.93	0.77	116.84	2.41	15	13.9	370.69	-8.26 
3.88	-1.96	0.71	2.06	109.22	6.9	15	5.5	370.87	-8.29 
4.89	-1.46	1.37	2.52	157.48	9.9	20	3.9	370.7	-8.33 
12.32	4.01	7.94	6.06	88.9	20.15	11	0	370.93	-8.34 
15.97	7.41	11.36	8	78.74	19.76	13	0	370.87	-8.21 
20.58	12.2	15.88	10.56	22.86	23.41	6	0	370.96	-7.94 
23.08	14.16	18.3	12.97	15.24	20.09	5	0	371.13	-7.75 
19.45	10.38	14.56	10.54	12.7	12.99	5	0	371.4	-7.80 
7.54	1.5	4.55	3.02	170.18	4.6	13	0	371.62	-7.97 
4.55	-0.32	1.99	1.73	195.58	1.19	18	4.5	371.6	-8.10 
-1.71	-5.72	-3.73	0.46	236.22	0.02	20	14.3	371.83	-8.19 
-1.88	-5.56	-3.84	0.32	289.56	0.38	19	14.6	372.13	-8.24 
-0.22	-5.63	-3.14	1.15	144.78	2.4	15	12	372.19	-8.28 
0.13	-5.39	-2.7	1.25	208.28	3.92	22	11.4	372.21	-8.31 
5.89	-0.9	2.47	2.99	96.52	11.24	12	2.4	372.2	-8.35 
9.74	2.24	5.98	4.54	142.24	15.12	16	0	372.74	-8.36 
16.71	8.86	12.78	7.78	86.36	21.21	11	0	373.16	-8.23 
23.25	14.18	18.82	13.29	7.62	23.85	3	0	373.4	-7.97 
19.54	11.09	15.3	9.97	33.02	19.34	5	0	373.4	-7.79 
16.21	8.46	12.17	7.44	33.02	12.18	8	0	374.07	-7.85 
7.66	1.28	4.07	3.24	20.32	5.93	5	0	373.84	-8.02 
4.05	-0.71	1.49	1.58	139.7	1.39	17	5.3	374.24	-8.16 
0.91	-3.36	-1.47	0.87	187.96	0.16	16	10.2	374.49	-8.26 
1.81	-2.19	-0.26	0.88	276.86	0.54	18	8.8	374.65	-8.32 
-0.59	-5.35	-3.12	0.86	119.38	1.56	15	12.5	374.74	-8.36 
2.82	-2.07	0.27	1.43	223.52	3.75	21	7.2	374.89	-8.39 
6.44	-0.03	3.02	2.97	91.44	10.49	17	1.5	374.97	-8.44 
11.17	3.66	7.33	5.06	101.6	15.24	15	0	375.61	-8.45 
18.28	9.61	13.97	9.41	17.78	23.38	6	0	375.9	-8.32 
24.73	15.69	20.24	14.46	5.08	27.48	1	0	376.25	-8.05 
23.59	14.15	18.85	14.02	20.32	19.42	3	0	375.93	-7.86 
17.39	9.73	13.27	7.96	58.42	11.77	4	0	376.43	-7.92 
11.36	4.74	7.9	4.53	60.96	5.09	8	0	376.44	-8.08 
-0.44	-5.07	-2.83	0.84	220.98	1.02	20	12.3	376.77	-8.22 
-0.23	-4.84	-2.65	0.86	160.02	0.05	18	12	376.76	-8.30 
-1.04	-5.57	-3.41	0.72	289.56	0.34	20	13.3	376.82	-8.36 
1.11	-3.84	-1.65	1.18	88.9	1.82	17	9.9	376.95	-8.39 
5.89	-1.09	2.38	3.08	86.36	7.17	8	2.4	377.29	-8.42 
9.61	1.7	5.74	4.74	71.12	13.74	12	0	377.59	-8.45 
10.36	3.84	6.91	4.13	198.12	14.17	16	0	377.56	-8.46 
18.17	9.12	13.6	9.69	40.64	22.87	10	0	377.32	-8.32 
23.11	13.54	18.12	13.78	25.4	25.36	4	0	377.01	-8.05 
21.26	13.71	17.09	12.345	137.16	16.74	6	0	377.8	-7.86 
14.43	7.06	10.41	5.211	76.2	9.49	11	0	377.46	-7.92 
8.96	3.07	5.74	3.212	139.7	5.12	13	0	377.84	-8.08 
3.15	-2.07	0.25	1.701	203.2	1.28	12	6.7	378.28	-8.21 
0.94	-3.37	-1.24	1.289	160.02	0.06	16	10.1	378.3	-8.30 
1.18	-3.9	-1.83	1.404	147.32	0.52	15	9.8	378.19	-8.35 
4.08	-3.3	-0.01	3.692	35.56	3.94	8	5.2	378.85	-8.39 
5.31	-1.51	1.47	2.722	172.72	6.7	15	3.3	379.48	-8.42 
8.66	-0.38	3.85	3.944	93.98	12.32	11	0	379.47	-8.47 
13.49	5.29	9.27	6.5	119.38	17.27	13	0	379.37	-8.48 
15.44	6.66	10.79	7.9	66.04	17.7	11	0	379.77	-8.36 
22.86	13.07	17.98	13.83	10.16	24.97	3	0	380.08	-8.10 
23.24	13.15	18	14.5	10.16	20.2	3	0	380.32	-7.91 
15.38	7.19	10.97	7.814	83.82	11.93	2	0	380	-7.97 
9.71	3.35	6.24	3.023	127	3.95	13	0	380.32	-8.14 
2.16	-2.92	-0.77	1.328	134.62	1.06	15	8.2	380.4	-8.28 
-1.3	-6.25	-3.78	0.72	198.12	0.06	16	13.7	380.84	-8.38 
0.1	-3.7	-1.88	0.45	292.1	0.25	26	11.5	381.12	-8.44 
-1.14	-7.67	-4.42	1.331	101.6	2.41	11	13.4	381.34	-8.47 
3.35	-3.65	-0.66	1.702	88.9	4.72	15	6.4	381.14	-8.51 
8.54	0.03	4.03	3.321	73.66	10.5	12	0	381.89	-8.55 
14.85	5.66	10.05	8.029	111.76	19	6	0	381.81	-8.56 
18.57	9.81	14.09	8.373	104.14	20.65	6	0	381.67	-8.43 
25.01	15.26	20.15	15.65	2.54	27.12	1	0	381.67	-8.16 
22.37	12.73	17.57	13.26	30.48	20.03	5	0	382.04	-7.96 
18.29	9.86	13.81	9.19	58.42	11.94	6	0	382.1	-8.01 
8.76	2.16	5.18	3.945	86.36	5.52	5	0	382.42	-8.17 
1.28	-3.69	-1.12	0.759	396.24	0.65	23	9.6	382.3	-8.30 
-0.07	-4.96	-2.8	1.07	134.62	0.05	17	11.7	382.67	-8.39 
-2.54	-7.98	-5.42	1.011	175.26	0.59	19.1	15.6	382.7	-8.44 
1.81	-4.04	-1.52	0.914	160.02	1.29	14	8.8	382.94	-8.47 
5.95	-1.69	1.75	2.184	142.24	5.09	16.2	2.3	382.85	-8.50 
8.42	0.21	3.8	3.397	53.34	11.4	14.9	0	383.56	-8.54 
13.93	4.28	9.13	7.74	48.26	18.93	13.3	0	383.35	-8.55 
17.19	8	12.61	9.22	78.74	21.71	11.4	0	383.67	-8.42 
26.31	16.73	21.5	16.63	0	26.58	5.9	0	383.99	-8.16 
22.22	12.57	17.21	13.16	27.94	19.4	4.1	0	383.69	-7.97 
16.4	7.27	11.64	8.71	22.86	12.22	7.3	0	384.1	-8.02 
8.85	1.92	4.97	3.91	121.92	3.88	9.8	0	384.43	-8.19 
2.46	-1.18	0.9	0.8	157.48	1.06	17.4	7.8	384.49	-8.32 
-2.1	-4.56	-3.06	0	289.56	0.06	17.9	14.9	384.73	-8.41 
-2.65	-7.08	-4.43	0.5	243.84	0.65	19.1	15.8	385.23	-8.46 
1.04	-2.58	-0.9	0.61	177.8	2.75	14	10	384.91	-8.49 
2.83	-3.44	-0.61	2.03	236.22	7.14	16.2	7.2	384.37	-8.52 
5.43	-1.6	1.43	2.98	96.52	14.46	14.9	3.1	384.39	-8.56 
10.04	3.36	6.15	4.13	76.2	17.51	13.3	0	385.3	-8.56 
14.21	6.57	10.09	6.41	129.54	20.5	11.4	0	385.56	-8.43 
22.24	13.35	18.03	12.3	12.7	24.71	5.9	0	385.91	-8.16 
20.99	12.49	16.66	10.97	93.98	19.23	4.1	0	385.9	-7.97 
16.9	9.01	12.35	7.92	68.58	14.28	7.3	0	386.35	-8.03 
9.46	4.18	6.79	3.04	48.26	5.8	9.8	0	386.33	-8.19 
3.83	1.27	2.88	0.38	243.84	0.7	17.4	5.6	386.21	-8.32 
-3.13	-8.08	-5.15	0.6	259.08	0.03	17.9	16.5	386.44	-8.41 
0	-3.98	-1.92	0.64	215.9	0.63	17	11.6	386.71	-8.46 
2.75	-2.73	-0.37	1.68	109.22	2.14	15	7.3	386.62	-8.48 
2.32	-3.99	-0.96	1.94	226.06	4.5	16	8	387.17	-8.51 
8.13	0.71	3.67	3.96	83.82	13.22	12	0	386.68	-8.54 
12.39	4.09	7.61	6.09	106.68	19.88	15	0	386.96	-8.55 
17.37	9.33	13.61	8.3	91.44	20.48	11	0	387.13	-8.42 
22.94	13.85	18.52	13.07	40.64	24.09	3	0	387.25	-8.14 
21.27	13.65	17.32	10.14	33.02	16.3	3	0	387.68	-7.95 
19.17	10.72	14.68	9.74	17.78	14.29	1	0	388.03	-8.00 
5.51	0.51	3.27	1.98	134.62	4.55	7	3	387.75	-8.16 
1.91	-0.75	0.86	0.25	134.62	0.83	21	8.6	388.08	-8.30 
-4.01	-7.97	-5.8	0.2	119.38	0.16	22	17.9	388.18	-8.38 
0.93	-1.56	-0.07	0.08	134.62	0.3	20	10.2	388.22	-8.44 
2.19	-1.44	0.16	0.76	76.2	2.44	13	8.2	388.92	-8.48 
5.83	-0.92	1.87	2.95	111.76	8.13	4	2.5	389.47	-8.51 
6.58	0.17	3.02	2.97	152.4	11.29	10	1.3	389.69	-8.56 
9.75	2.69	5.99	4.27	127	14.71	4	0	389.73	-8.58 
14.24	8.56	11.77	4.79	177.8	15.62	6	0	389.74	-8.46 
20.6	12.26	16.81	10.54	15.24	25.16	11	0	389.63	-8.19 
20.69	12.15	16.53	10.81	33.02	18.75	8	0	389.93	-8.00 
14.07	8.61	11.23	4.53	91.44	10.5	15	0	390.05	-8.06 
9.48	5.13	7.28	2.4	154.94	5.08	7	0	390.57	-8.22 
0.65	-2.51	-0.69	0.37	185.42	0.8	19	10.6	390.66	-8.36 
-0.49	-3.35	-1.64	0.13	208.28	0.02	18	12.4	390.66	-8.44 
